地區,政黨,號次,得票數,得票率
臺北市松山區新益里,人民最大黨,2,13,0.41%
臺北市松山區新益里,民主進步黨,3,963,30.66%
臺北市松山區新益里,台灣團結聯盟,4,262,8.34%
臺北市松山區新益里,中國國民黨,5,1448,46.11%
臺北市松山區新益里,新黨,6,123,3.91%
臺北市松山區新益里,健保免費連線,7,12,0.38%
臺北市松山區新益里,綠黨,8,115,3.66%
臺北市松山區新益里,親民黨,9,176,5.60%
臺北市松山區新益里,中華民國臺灣基本法連線,10,0,0.00%
臺北市松山區新益里,台灣主義黨,11,2,0.06%
臺北市松山區新東里,台灣國民會議,1,38,1.18%
臺北市松山區新東里,人民最大黨,2,10,0.31%
臺北市松山區新東里,民主進步黨,3,956,29.73%
臺北市松山區新東里,台灣團結聯盟,4,262,8.14%
臺北市松山區新東里,中國國民黨,5,1487,46.25%
臺北市松山區新東里,新黨,6,158,4.91%
臺北市松山區新東里,健保免費連線,7,18,0.55%
臺北市松山區新東里,綠黨,8,93,2.89%
臺北市松山區新東里,親民黨,9,186,5.78%
臺北市松山區新東里,中華民國臺灣基本法連線,10,3,0.09%
臺北市松山區新東里,台灣主義黨,11,4,0.12%
臺北市松山區介壽里,台灣國民會議,1,29,1.00%
臺北市松山區介壽里,人民最大黨,2,4,0.13%
臺北市松山區介壽里,民主進步黨,3,876,30.50%
臺北市松山區介壽里,台灣團結聯盟,4,262,9.12%
臺北市松山區介壽里,中國國民黨,5,1296,45.12%
臺北市松山區介壽里,新黨,6,144,5.01%
臺北市松山區介壽里,健保免費連線,7,17,0.59%
臺北市松山區介壽里,綠黨,8,94,3.27%
臺北市松山區介壽里,親民黨,9,150,5.22%
臺北市松山區介壽里,中華民國臺灣基本法連線,10,0,0.00%
臺北市松山區介壽里,台灣主義黨,11,0,0.00%
臺北市松山區三民里,台灣國民會議,1,29,0.67%
臺北市松山區三民里,人民最大黨,2,13,0.30%
臺北市松山區三民里,民主進步黨,3,1115,25.85%
臺北市松山區三民里,台灣團結聯盟,4,362,8.39%
臺北市松山區三民里,中國國民黨,5,2166,50.23%
臺北市松山區三民里,新黨,6,218,5.05%
臺北市松山區三民里,健保免費連線,7,22,0.51%
臺北市松山區三民里,綠黨,8,142,3.29%
臺北市松山區三民里,親民黨,9,236,5.47%
臺北市松山區三民里,中華民國臺灣基本法連線,10,3,0.06%
臺北市松山區三民里,台灣主義黨,11,6,0.13%
臺北市松山區富錦里,台灣國民會議,1,32,0.96%
臺北市松山區富錦里,人民最大黨,2,9,0.27%
臺北市松山區富錦里,民主進步黨,3,856,25.70%
臺北市松山區富錦里,台灣團結聯盟,4,259,7.77%
臺北市松山區富錦里,中國國民黨,5,1680,50.45%
臺北市松山區富錦里,新黨,6,166,4.98%
臺北市松山區富錦里,健保免費連線,7,16,0.48%
臺北市松山區富錦里,綠黨,8,107,3.21%
臺北市松山區富錦里,親民黨,9,195,5.85%
臺北市松山區富錦里,中華民國臺灣基本法連線,10,5,0.15%
臺北市松山區富錦里,台灣主義黨,11,5,0.15%
臺北市松山區富泰里,台灣國民會議,1,16,0.54%
臺北市松山區富泰里,人民最大黨,2,8,0.27%
臺北市松山區富泰里,民主進步黨,3,656,22.20%
臺北市松山區富泰里,台灣團結聯盟,4,201,6.80%
臺北市松山區富泰里,中國國民黨,5,1565,52.97%
臺北市松山區富泰里,新黨,6,196,6.63%
臺北市松山區富泰里,健保免費連線,7,13,0.44%
臺北市松山區富泰里,綠黨,8,105,3.55%
臺北市松山區富泰里,親民黨,9,188,6.36%
臺北市松山區富泰里,中華民國臺灣基本法連線,10,2,0.06%
臺北市松山區富泰里,台灣主義黨,11,4,0.13%
臺北市松山區自強里,台灣國民會議,1,48,0.76%
臺北市松山區自強里,人民最大黨,2,19,0.30%
臺北市松山區自強里,民主進步黨,3,742,11.89%
臺北市松山區自強里,台灣團結聯盟,4,167,2.67%
臺北市松山區自強里,中國國民黨,5,4055,65.01%
臺北市松山區自強里,新黨,6,578,9.26%
臺北市松山區自強里,健保免費連線,7,23,0.36%
臺北市松山區自強里,綠黨,8,145,2.32%
臺北市松山區自強里,親民黨,9,453,7.26%
臺北市松山區自強里,中華民國臺灣基本法連線,10,7,0.11%
臺北市松山區自強里,台灣主義黨,11,0,0.00%
臺北市松山區鵬程里,台灣國民會議,1,27,0.73%
臺北市松山區鵬程里,人民最大黨,2,15,0.40%
臺北市松山區鵬程里,民主進步黨,3,802,21.70%
臺北市松山區鵬程里,台灣團結聯盟,4,208,5.62%
臺北市松山區鵬程里,中國國民黨,5,2038,55.15%
臺北市松山區鵬程里,新黨,6,224,6.06%
臺北市松山區鵬程里,健保免費連線,7,18,0.48%
臺北市松山區鵬程里,綠黨,8,110,2.97%
臺北市松山區鵬程里,親民黨,9,247,6.68%
臺北市松山區鵬程里,中華民國臺灣基本法連線,10,5,0.13%
臺北市松山區鵬程里,台灣主義黨,11,1,0.02%
臺北市松山區安平里,台灣國民會議,1,151,2.85%
臺北市松山區安平里,人民最大黨,2,26,0.49%
臺北市松山區安平里,民主進步黨,3,1738,32.84%
臺北市松山區安平里,台灣團結聯盟,4,493,9.31%
臺北市松山區安平里,中國國民黨,5,2227,42.08%
臺北市松山區安平里,新黨,6,185,3.49%
臺北市松山區安平里,健保免費連線,7,43,0.81%
臺北市松山區安平里,綠黨,8,150,2.83%
臺北市松山區安平里,親民黨,9,264,4.98%
臺北市松山區安平里,中華民國臺灣基本法連線,10,4,0.07%
臺北市松山區安平里,台灣主義黨,11,11,0.20%
臺北市松山區慈祐里,台灣國民會議,1,29,0.70%
臺北市松山區慈祐里,人民最大黨,2,12,0.28%
臺北市松山區慈祐里,民主進步黨,3,1356,32.73%
臺北市松山區慈祐里,台灣團結聯盟,4,516,12.45%
臺北市松山區慈祐里,中國國民黨,5,1684,40.65%
臺北市松山區慈祐里,新黨,6,120,2.89%
臺北市松山區慈祐里,健保免費連線,7,44,1.06%
臺北市松山區慈祐里,綠黨,8,130,3.13%
臺北市松山區慈祐里,親民黨,9,240,5.79%
臺北市松山區慈祐里,中華民國臺灣基本法連線,10,5,0.12%
臺北市松山區慈祐里,台灣主義黨,11,6,0.14%
臺北市松山區吉祥里,台灣國民會議,1,49,0.91%
臺北市松山區吉祥里,人民最大黨,2,7,0.13%
臺北市松山區吉祥里,民主進步黨,3,1490,27.95%
臺北市松山區吉祥里,台灣團結聯盟,4,433,8.12%
臺北市松山區吉祥里,中國國民黨,5,2591,48.61%
臺北市松山區吉祥里,新黨,6,243,4.55%
臺北市松山區吉祥里,健保免費連線,7,23,0.43%
臺北市松山區吉祥里,綠黨,8,172,3.22%
臺北市松山區吉祥里,親民黨,9,315,5.90%
臺北市松山區吉祥里,中華民國臺灣基本法連線,10,3,0.05%
臺北市松山區吉祥里,台灣主義黨,11,4,0.07%
臺北市松山區新聚里,台灣國民會議,1,38,0.77%
臺北市松山區新聚里,人民最大黨,2,12,0.24%
臺北市松山區新聚里,民主進步黨,3,1487,30.16%
臺北市松山區新聚里,台灣團結聯盟,4,415,8.41%
臺北市松山區新聚里,中國國民黨,5,2315,46.95%
臺北市松山區新聚里,新黨,6,166,3.36%
臺北市松山區新聚里,健保免費連線,7,36,0.73%
臺北市松山區新聚里,綠黨,8,139,2.81%
臺北市松山區新聚里,親民黨,9,311,6.30%
臺北市松山區新聚里,中華民國臺灣基本法連線,10,3,0.06%
臺北市松山區新聚里,台灣主義黨,11,8,0.16%
臺北市松山區復盛里,台灣國民會議,1,29,0.68%
臺北市松山區復盛里,人民最大黨,2,19,0.44%
臺北市松山區復盛里,民主進步黨,3,1112,26.22%
臺北市松山區復盛里,台灣團結聯盟,4,359,8.46%
臺北市松山區復盛里,中國國民黨,5,2093,49.36%
臺北市松山區復盛里,新黨,6,193,4.55%
臺北市松山區復盛里,健保免費連線,7,27,0.63%
臺北市松山區復盛里,綠黨,8,149,3.51%
臺北市松山區復盛里,親民黨,9,245,5.77%
臺北市松山區復盛里,中華民國臺灣基本法連線,10,7,0.16%
臺北市松山區復盛里,台灣主義黨,11,7,0.16%
臺北市松山區中正里,台灣國民會議,1,46,0.81%
臺北市松山區中正里,人民最大黨,2,12,0.21%
臺北市松山區中正里,民主進步黨,3,1731,30.58%
臺北市松山區中正里,台灣團結聯盟,4,564,9.96%
臺北市松山區中正里,中國國民黨,5,2596,45.86%
臺北市松山區中正里,新黨,6,198,3.49%
臺北市松山區中正里,健保免費連線,7,36,0.63%
臺北市松山區中正里,綠黨,8,156,2.75%
臺北市松山區中正里,親民黨,9,308,5.44%
臺北市松山區中正里,中華民國臺灣基本法連線,10,3,0.05%
臺北市松山區中正里,台灣主義黨,11,10,0.17%
臺北市松山區中崙里,台灣國民會議,1,14,0.55%
臺北市松山區中崙里,人民最大黨,2,2,0.07%
臺北市松山區中崙里,民主進步黨,3,770,30.43%
臺北市松山區中崙里,台灣團結聯盟,4,208,8.22%
臺北市松山區中崙里,中國國民黨,5,1251,49.44%
臺北市松山區中崙里,新黨,6,64,2.52%
臺北市松山區中崙里,健保免費連線,7,13,0.51%
臺北市松山區中崙里,綠黨,8,59,2.33%
臺北市松山區中崙里,親民黨,9,141,5.57%
臺北市松山區中崙里,中華民國臺灣基本法連線,10,2,0.07%
臺北市松山區中崙里,台灣主義黨,11,6,0.23%
臺北市松山區美仁里,台灣國民會議,1,12,0.56%
臺北市松山區美仁里,人民最大黨,2,2,0.09%
臺北市松山區美仁里,民主進步黨,3,714,33.83%
臺北市松山區美仁里,台灣團結聯盟,4,190,9.00%
臺北市松山區美仁里,中國國民黨,5,947,44.88%
臺北市松山區美仁里,新黨,6,86,4.07%
臺北市松山區美仁里,健保免費連線,7,10,0.47%
臺北市松山區美仁里,綠黨,8,54,2.55%
臺北市松山區美仁里,親民黨,9,94,4.45%
臺北市松山區美仁里,中華民國臺灣基本法連線,10,0,0.00%
臺北市松山區美仁里,台灣主義黨,11,1,0.04%
臺北市松山區吉仁里,台灣國民會議,1,16,0.62%
臺北市松山區吉仁里,人民最大黨,2,10,0.39%
臺北市松山區吉仁里,民主進步黨,3,758,29.72%
臺北市松山區吉仁里,台灣團結聯盟,4,202,7.92%
臺北市松山區吉仁里,中國國民黨,5,1255,49.21%
臺北市松山區吉仁里,新黨,6,107,4.19%
臺北市松山區吉仁里,健保免費連線,7,14,0.54%
臺北市松山區吉仁里,綠黨,8,75,2.94%
臺北市松山區吉仁里,親民黨,9,110,4.31%
臺北市松山區吉仁里,中華民國臺灣基本法連線,10,2,0.07%
臺北市松山區吉仁里,台灣主義黨,11,1,0.03%
臺北市松山區敦化里,台灣國民會議,1,35,0.78%
臺北市松山區敦化里,人民最大黨,2,6,0.13%
臺北市松山區敦化里,民主進步黨,3,1402,31.39%
臺北市松山區敦化里,台灣團結聯盟,4,399,8.93%
臺北市松山區敦化里,中國國民黨,5,2062,46.18%
臺北市松山區敦化里,新黨,6,170,3.80%
臺北市松山區敦化里,健保免費連線,7,30,0.67%
臺北市松山區敦化里,綠黨,8,122,2.73%
臺北市松山區敦化里,親民黨,9,231,5.17%
臺北市松山區敦化里,中華民國臺灣基本法連線,10,3,0.06%
臺北市松山區敦化里,台灣主義黨,11,5,0.11%
臺北市松山區復源里,台灣國民會議,1,12,0.58%
臺北市松山區復源里,人民最大黨,2,6,0.29%
臺北市松山區復源里,民主進步黨,3,562,27.52%
臺北市松山區復源里,台灣團結聯盟,4,165,8.08%
臺北市松山區復源里,中國國民黨,5,1043,51.07%
臺北市松山區復源里,新黨,6,67,3.28%
臺北市松山區復源里,健保免費連線,7,12,0.58%
臺北市松山區復源里,綠黨,8,49,2.39%
臺北市松山區復源里,親民黨,9,121,5.92%
臺北市松山區復源里,中華民國臺灣基本法連線,10,3,0.14%
臺北市松山區復源里,台灣主義黨,11,2,0.09%
臺北市松山區復建里,台灣國民會議,1,27,0.99%
臺北市松山區復建里,人民最大黨,2,9,0.33%
臺北市松山區復建里,民主進步黨,3,707,26.01%
臺北市松山區復建里,台灣團結聯盟,4,207,7.61%
臺北市松山區復建里,中國國民黨,5,1389,51.10%
臺北市松山區復建里,新黨,6,134,4.93%
臺北市松山區復建里,健保免費連線,7,16,0.58%
臺北市松山區復建里,綠黨,8,80,2.94%
臺北市松山區復建里,親民黨,9,145,5.33%
臺北市松山區復建里,中華民國臺灣基本法連線,10,3,0.11%
臺北市松山區復建里,台灣主義黨,11,1,0.03%
臺北市松山區復勢里,台灣國民會議,1,25,0.63%
臺北市松山區復勢里,人民最大黨,2,16,0.40%
臺北市松山區復勢里,民主進步黨,3,1232,31.15%
臺北市松山區復勢里,台灣團結聯盟,4,372,9.40%
臺北市松山區復勢里,中國國民黨,5,1810,45.76%
臺北市松山區復勢里,新黨,6,151,3.81%
臺北市松山區復勢里,健保免費連線,7,22,0.55%
臺北市松山區復勢里,綠黨,8,116,2.93%
臺北市松山區復勢里,親民黨,9,207,5.23%
臺北市松山區復勢里,中華民國臺灣基本法連線,10,0,0.00%
臺北市松山區復勢里,台灣主義黨,11,4,0.10%
臺北市松山區福成里,台灣國民會議,1,14,0.82%
臺北市松山區福成里,人民最大黨,2,4,0.23%
臺北市松山區福成里,民主進步黨,3,536,31.54%
臺北市松山區福成里,台灣團結聯盟,4,141,8.29%
臺北市松山區福成里,中國國民黨,5,772,45.43%
臺北市松山區福成里,新黨,6,63,3.70%
臺北市松山區福成里,健保免費連線,7,13,0.76%
臺北市松山區福成里,綠黨,8,45,2.64%
臺北市松山區福成里,親民黨,9,105,6.18%
臺北市松山區福成里,中華民國臺灣基本法連線,10,2,0.11%
臺北市松山區福成里,台灣主義黨,11,4,0.23%
臺北市內湖區西湖里,台灣國民會議,1,35,0.71%
臺北市內湖區西湖里,人民最大黨,2,16,0.32%
臺北市內湖區西湖里,民主進步黨,3,1506,30.94%
臺北市內湖區西湖里,台灣團結聯盟,4,405,8.32%
臺北市內湖區西湖里,中國國民黨,5,2240,46.02%
臺北市內湖區西湖里,新黨,6,166,3.41%
臺北市內湖區西湖里,健保免費連線,7,44,0.90%
臺北市內湖區西湖里,綠黨,8,152,3.12%
臺北市內湖區西湖里,親民黨,9,296,6.08%
臺北市內湖區西湖里,中華民國臺灣基本法連線,10,4,0.08%
臺北市內湖區西湖里,台灣主義黨,11,3,0.06%
臺北市內湖區西康里,台灣國民會議,1,46,0.79%
臺北市內湖區西康里,人民最大黨,2,17,0.29%
臺北市內湖區西康里,民主進步黨,3,1484,25.75%
臺北市內湖區西康里,台灣團結聯盟,4,424,7.35%
臺北市內湖區西康里,中國國民黨,5,2964,51.44%
臺北市內湖區西康里,新黨,6,277,4.80%
臺北市內湖區西康里,健保免費連線,7,31,0.53%
臺北市內湖區西康里,綠黨,8,177,3.07%
臺北市內湖區西康里,親民黨,9,333,5.78%
臺北市內湖區西康里,中華民國臺灣基本法連線,10,4,0.06%
臺北市內湖區西康里,台灣主義黨,11,4,0.06%
臺北市內湖區西安里,台灣國民會議,1,31,0.72%
臺北市內湖區西安里,人民最大黨,2,8,0.18%
臺北市內湖區西安里,民主進步黨,3,1241,28.89%
臺北市內湖區西安里,台灣團結聯盟,4,317,7.38%
臺北市內湖區西安里,中國國民黨,5,2118,49.31%
臺北市內湖區西安里,新黨,6,179,4.16%
臺北市內湖區西安里,健保免費連線,7,27,0.62%
臺北市內湖區西安里,綠黨,8,143,3.32%
臺北市內湖區西安里,親民黨,9,224,5.21%
臺北市內湖區西安里,中華民國臺灣基本法連線,10,6,0.13%
臺北市內湖區西安里,台灣主義黨,11,1,0.02%
臺北市內湖區港墘里,台灣國民會議,1,19,0.50%
臺北市內湖區港墘里,人民最大黨,2,10,0.26%
臺北市內湖區港墘里,民主進步黨,3,1145,30.50%
臺北市內湖區港墘里,台灣團結聯盟,4,311,8.28%
臺北市內湖區港墘里,中國國民黨,5,1808,48.16%
臺北市內湖區港墘里,新黨,6,125,3.32%
臺北市內湖區港墘里,健保免費連線,7,27,0.71%
臺北市內湖區港墘里,綠黨,8,104,2.77%
臺北市內湖區港墘里,親民黨,9,197,5.24%
臺北市內湖區港墘里,中華民國臺灣基本法連線,10,4,0.10%
臺北市內湖區港墘里,台灣主義黨,11,4,0.10%
臺北市內湖區港都里,台灣國民會議,1,25,0.73%
臺北市內湖區港都里,人民最大黨,2,13,0.38%
臺北市內湖區港都里,民主進步黨,3,1063,31.33%
臺北市內湖區港都里,台灣團結聯盟,4,271,7.98%
臺北市內湖區港都里,中國國民黨,5,1587,46.78%
臺北市內湖區港都里,新黨,6,97,2.85%
臺北市內湖區港都里,健保免費連線,7,29,0.85%
臺北市內湖區港都里,綠黨,8,91,2.68%
臺北市內湖區港都里,親民黨,9,209,6.16%
臺北市內湖區港都里,中華民國臺灣基本法連線,10,5,0.14%
臺北市內湖區港都里,台灣主義黨,11,2,0.05%
臺北市內湖區港富里,台灣國民會議,1,34,0.57%
臺北市內湖區港富里,人民最大黨,2,30,0.50%
臺北市內湖區港富里,民主進步黨,3,1894,31.88%
臺北市內湖區港富里,台灣團結聯盟,4,458,7.70%
臺北市內湖區港富里,中國國民黨,5,2815,47.38%
臺北市內湖區港富里,新黨,6,189,3.18%
臺北市內湖區港富里,健保免費連線,7,43,0.72%
臺北市內湖區港富里,綠黨,8,175,2.94%
臺北市內湖區港富里,親民黨,9,289,4.86%
臺北市內湖區港富里,中華民國臺灣基本法連線,10,7,0.11%
臺北市內湖區港富里,台灣主義黨,11,7,0.11%
臺北市內湖區港華里,台灣國民會議,1,36,0.64%
臺北市內湖區港華里,人民最大黨,2,22,0.39%
臺北市內湖區港華里,民主進步黨,3,1640,29.51%
臺北市內湖區港華里,台灣團結聯盟,4,428,7.70%
